,문장,혐오 여부
305,할매가 김태희인듯 하버드인럽스토리,3
306,슈퍼 틀딱이시다 새끼야,2
307,정말 추하다 유시민,1
308,저때 미국이랑 러시아는 로켓트 쏴올리던시절아니냐 ㅋㅋㅋ,2
309,@스까 60일뒤에 같은 번호로 초기화 시키고 만들수 있음,1
310,성형했다,3
311,ㅋㅋㅋㅇㅂ,0
312,@현재페이지 ㅇㅇ 조선족들이 하는거,1
313,@구도로씨 고맙다 섹스해라,3
314,박호두 방송이냐?,1
315,ㅋㅋㅋㅋ애미터졌노,0
316,"@19930811 Patriot 애국자 맞네.

일베 운영자들은 Traitor 매국노다.",1
317,"아들둘 유부녀... 이혼했네?

이혼했어도 응원당하는 특이한 케이스.",3
318,@전라도는죽여야돼 조선인 포주들이 한것.,0
319,사나존나예쁘다 시바아알 저게여자지!,3
320,경찰 검찰수사ㄱㄱㄱ,1
321,개새끼들세무서신고해서세금때린거아니냐,1
322,진짜 토나온다,0
323,17,0
324,의도는 너무 좋고 마음도 느껴지는데.. 아니 저게 뭐냐 느닷없이 저럼 이미 준비되 있거나 준비중인 식사는 어찌되냐? 그리고 밥 식을 각인데..식은 도시락 먹고 힘든일 할 사람 상각은 안하냐? 갑자기 저럼 어떻해? 밤에 야근자 위한 간식도 아니고...내가 이상한걸까 ?,1
325,"저사람 북한가서 딱 한달만살아보라하고싶다



저딴말이나오나",2
326,@재인패스 ㅈㅈ들도 김건모같은 개새끼가 있는민큼 여자들도 개씨발련들이 있는거,3
327,족같은 짱깨새끼들,2
328,"@김정숙자궁폭파 20대 남자가 정치에 관심이 많다고?? 개 지랄을하네 ㅋㅋ
허구한날 연애사업하고 술마시고 공부하고 취업준비할시간도 없는데 한가한 씹고졸백수새끼들이나 ㅇㅂ정치글 쳐 보고있겠지
몇살인데 너? 20대임?",3
329,"처음엔 문재인 이새끼 북한 간첩이라고 생각했다가 요즘들어 짱깨 공산당 간첩 아닌가 라는 생각이 드는 중 이었는데 이런글이 올라왔네.
이글을 보니 더욱더 맞다고 생각함.",2
330,남자가 저러면 몇년형이노?,3
331,"이쯤되면 문재앙 일부러 이러는것같음
일을 잘 못하는게 아니라 의도적으로 나라 씹창내려고 발악하는것같은데",1
332,걸스데이 민아야?,0
333,@익명_27b628 호주인들은 생기나보지 뭐,3
334,"그니까 누구애야

남자는 무한책임 개병신새끼들아",3
335,북조선tv,1
336,@라그랑지 여자는 싸면 신발에 묻잖아 병신아,3
337,저쪽에선 이여자 미친년이라고 까드라ㅜ,3
338,이래서 전라도깽깽이 버러지들은 눈에 띄는 족족 밟아죽여서 싹을 없애야함,0
339,"@한강뷰아니면한강물 이자까야가서 일행들한테 그말했는데 존나 안믿고 알바생한테굳이 물어봤음
근데 알바새끼도 미국산일리가 없다고 헛소리해서 병에 붙어있는 수입상표 보여줌",2
340,이선균 닮았는데,0
341,기괴,0
342,@익명0f1921 국내 첫번째 확진자가 중국인이야 머저리 새끼야 https://n.news.naver.com/article/005/0001280100,1
343,"개좆노 마트 씹창년들 다 운지좀 해라 시발ㅋㅋㅋㅋㅋ
시발 일도 안하는년들이 존나 시끄럽다 봊같은년들
아가리질하려고 처나왓나 ㅋㅋㅋㅋㅋ",1
344,"@mzmz 그럼 중국정부는 잘해서 확진자 금메달이고

미국정부는 좆같이 못해서 확진자 노메달이냐?

금메달 은메달 새끼들이 왜 개소리야 ㅅㅂ


이라고 해줌 아닥함",2
345,@동경이 중국이 힘을 그정도 가졌다면?,2
346,문재인씨발름,0
347,"아니 이게 무슨

반일하는 내용으로 규제 사례는 있냐?????",1
348,"@동물농장 진즉 중국간첩임
중국이 원하는 건 북괴가 이대로 존재하는 것 딱딱!",2
349,"좌빠는 중국 새끼들이랑 같다

한국에서 물건을 샀는데 하자가 있으면

너희 기업이 잘못만들었으니 보상해라 판매 금지해라 등등

중국에서는

물건을 잘 안보고 산 니잘못이다

니가 똑바로 샀어야지 등등

죄파 욕하지마라

선동당한 개돼지가 잘못된거다",2
350,@얌전하고아름다운 뭐?,0
351,전라도피는 물보다 진하다,0
352,"보지섹스팔이

아 물론 어제 야동에서 본 AV배우에게 한 말입니다 ^^",3
353,@아웃랜드 공노비들을 죄다 적으로 돌리니 버텨낼 수 있었을까..,1
354,"ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ
ㄷ
ㄷ
ㄷ
ㄷ
ㄷ
ㄷ
ㄷ
ㄷ
ㄷ
ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ",0
355,일산 진짜 물 나빠졌네,3
356,"@옥슬아사랑해 이게 민주주의의 가장 큰 단점임.

같은 한표라는거..",1
357,참 짱깨새끼들 저질 임,2
358,@댓글대신달아줌 이미 인기글갔는데 이 댓글보고 한번 더 웃음 ㅇㅂ,1
359,라면 자기 발쪽에 있는데 진짜 시위하네,1
360,옆에 암소머가리 넘어가노ㅋㅋㅋ,0
361,남자 일베충인듯,3
362,"미국이 중국과 이란과 북한과 (핵무기로) 풀어야 경제가 삽니다.

유사국가 중국, 이란, 북한만 없어져도 지구가 훨씬 깨끗해질듯.",2
363,"멋지다
키크고 이쁘고 몸매좋고 개념까지 ㄷㄷ",3
364,읽기조차 싫다,0
365,"교민은 개뿔이나 좆까
짱깨 국적 짱깨라고!",2
366,민주당 지지하는 사람들 욕할것없네ㅋㅋㅋㅋ 이 새끼들도 똑같은넘들이네 얼마를 받아처먹은거야대체,1
367,일까흥 ㅋㅋ,0
368,관상이 어마무시한 빈상인데 어떻게 저렇게 출세했을까?,1
369,와 갓성 .....,0
370,"누구는 살려달라고 비굴하게 앙망했는데, 레카는 차원이 다르노!
당당하고 의연한 레카. 지켜주지 못해 미안합니다. ㅜㅜ",1
371,와 오랜만이다 레전조 ㅇㅂ,3
372,이건 조센1징을 넘어 만리장성 짱깨네 ㅇㅂ,2
373,박은혜 유부녀 아님?,3
374,메뉴얼도 안지킨거네?,2
375,연예하는 동안 정말 이 여자라면 내 인생이 행복할거야 라고 생각하는 위기의 순간이 올때 잘 극복해야 결혼이라는 무덤에 스스로 들어가지 않는다,3
376,문씨는 진공팩에 포장해서 중국으로 보내서 처리 바람.. 우리나라 땅 썩는다.,2
377,"@홍어김치사냥꾼 여자가 양질의 일자리를 차지하는거에 대해선 반대하지 않는데? 다만 공정한 경쟁을 통해 차지하지 않고 할당제, 편향된 여성우대 이런 보빨정책이 문제지",3
378,ㅇㅂ ㅋㅋㅋㅋㅋ,0
379,짱깨시발련들 또 처들어와서 민주화주는거봐라 바퀴벌레만도 못한새끼들 ㅋ,2
380,짱깨머니 받은새끼들이네ㅋㅋㅋㅋㅋㅋ,2
381,이재용 대통령,1
382,"@익명7e0fc3 폭도여야해
폭도아님 자유민주주의 못지키고 하회주의 1당독재 중국에 넘어감",2
383,"@사야의노래 중국 경제 망해서 공장 다 인도로 가면 좋지

인도 천민들도 공장 일하면 잘먹고 잘 살꺼아니노?

인도 친미 민주주의 국가니까 나중에 우리나라처럼 환경규제로 공장들 여과 시켜서 배출하겠지 뭐

일단 공장이전 복수 노무 좋다",2
384,막줄 ㅇㅂ ㅋㅋㅋㅋㅋㅋ,0
385,교익센세,0
386,병신은 자찬하고 리더는 남찬하는 법이지,1
387,난 니혼여자의 순수한 얼굴이 그렇게 좋더라,3
388,@송나은 실명 해놓고 고소해서 돈뜯게? ㅎㅎ 송씨면 어디 저 전라도 고향인가? 걍 존말할때 여서 나가 ㅎㅎ 자기 인생 비루하게 만들지말고,0
389,라미란씨 의외네,2
390,진짜 개명짤이다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 짱깨들도 아니라고 쉴드 못칠듯,2
391,나도같이웃자 먼데,0
392,@익명_9b21d6 누가 물 많이나오는 보지 ㅇㅂ,3
393,"미국이 지난 수십년간 개 병 신 짓 거리 했지 지들이 수백년간 쌓아올린 인류의 지식의 정수를 유학비만 쳐 받고 고대로 알려줬으니깐 중국인 새 끼들은 독하게 그지같이 살면서 공부 하거나 돈 많은 공산당 간부 부모 백으로 공부하거나 다시 본국으로 돌아와서 그 원천 지식들을 이용하여 미국의 목에 칼을 겨눌 무기들을 그렇게나 많이 생산하고 앞으로도 더 앞서나갈려고 눈에 불을 켜고 발악을 하니깐, 미국은 그런 중국을 잘 대해주면 그만큼 호의로 나올거라 착각 했지 오바마때까지는, ㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉ 중국 제조 2025 가 성공하냐 아니면 아예 박살이 나서 다시 꿈도 못 꾸냐에 따라서 전세계 미래가 결정될 거다 소련, 일본 이랑은 비교도 안되는 경쟁 상대가 될거다 미국한테는 븅신 짓거리 한것을 다시 트럼프 대에서 회수할 수 있느냐가 핵심이지",2
394,"예전에 일베인가 어디에서 다른 비뇨기과의사가 남자는 소변 앉아서 누는거 안좋다고 했는데

정작 그 이유를 설명안해서 그러려니 했지",3
395,@익명fc3703 네다홍,0
396,★ 이학림 간첩이다,2
397,@스텔라500층 필리핀 여자는 무조건 걸러라,3
398,"ㅋㅋㅋ재능 존나 있노
ㅇㅂ 처먹어라 슈발",3
399,"짤 미국성님..능력치 상위 0.1% 이내 ㅆㅅㅌㅊ,, 헬조 뿐 아니라 미국 본토와 전세계 어디에서도 아다폭격기 가능. B-2 같은 존재",2
400,"만인지적 일기당천 국사무쌍한 일게이일쎄.

소드마스터 척준경의 환생인것인가..",1
401,ㄴ링크 ㅈㅎ,1
402,"카메라 들이대면 통태탕 싸이트로 연결할거냐고 물어본다고

미리보기수정하라고 빙신아",1
403,미친 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
404,국민의 애국심과 재벌의 힘이 만난다면 주사파+조선족+중국 자본의 악의 무리로부터 나라를 구할수 있을것이다. 좌빨 재벌 cj랑 jtbc은 정신차려라,2
405,@노노익선 이정도였다니ㅋㅋㅋㅋ 존나 놀라워,1
406,속상하다 속상해................................,0
407,셀럽되었노,0
408,"저게 무슨 특별법임???? 미친 공산정권 아 시발... 진짜 누구 믿어야하냐??????? 엔두성님뿐 ㅠㅠ ㅇㅂ
저게 무슨 특별법임???? 미친 공산정권 아 시발... 진짜 누구 믿어야하냐?????? 엔두성님뿐 ㅠㅠ ㅇㅂ

갓조국 니뮤 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ",1
409,"존나 이기적이 새끼들...
대구랑 의료진만 힘내??
누구때문에 이고생인데....
대한민국 응원하면 정권교체 안되니까 못하는거냐???",1
410,근데 중국이 사회주의 손절했다고 보지않음..,2
411,문재앙 개새끼 중국간첩!,2
412,"네다신천지
신천지는 몰아넣고 태워죽여야...",1
413,새우찡들 고마워~,2
414,도람프 발릿노,0
415,@익명7e8775 홈플러스에 유독 좆선족 홍어들이 많기때문,1
416,존나 옷이 쌀독에 쌀알 들었듯이 옷장안에 있나벼,0
417,한번도 경험해보지 못한 병신씨팔놈을 경험해 보고 있습니다,1
418,★ 예쁜 여자는 예쁜 여자 욕하지 않는다는 게 정말이구나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 호남형이네,3
419,저런 게임 같은 문화 매개체를 예전 아편마냥 슬쩍 침투시켜서 젊은 중국인들 감각을 깨우고 혁명을 일으키길 바라면서 하고 있는 짓임.,2
420,김칫국 ㅁㅈㅎ,0
421,"와 지난 몇년간 그냥 의혹 뿐이었는데

문재앙은 진짜 짱깨 스파이였구나ㄷㄷ",2
422,@alsry ㅌ,0
423,퉤,0
424,@의사조무사 남자 실종자는 신고 받아도 수색자체를 안함.,3
425,저건 진짜 혈압으로 쓰러지겠다 와,1
426,"@출산용가축도매상 ㅋㅋㅋㅋ ㅂㄷㅂㄷ 거리면서 댓글 좆나 달고 지랄이 났네 ㅋㅋ

그러게 여자 못 만나본 주제에 왜 깝을 싸면서 척을 해 ㅋㅋㅋㅋㅋㅋㅋ

저런여자가 아니라 그냥 ㅂㅅ같은 안여돼도 못만나는 수준인가보네 ㅋㅋㅋㅋㅋ

좆나 불쌍한놈 ㅋㅋㅋㅋㅋㅋㅋ",3
427,@네추럴나인뱅커윈 너의 어머니와 사귀고싶읍읍,1
428,꼬들한 라면이 싫었겠지,1
429,남자는 Cctv 없는곳 가면 유죄라 이말이네? ㅋㅋㅋㅋㅋ,3
430,안경 왜 빼묵노ㅋㅋㅋ,3
431,"@트리마제주민 본인이 인정했고, 미통당이 정준 고소들어감",1
432,애비충,1
433,@낼루미나티 국대 스케이트선수 중에도 공씨 있던데 화교출신이라네,1
434,일산 나올듯,3
435,"유통업 물류엽계는 극좌빨들 개많더라.
못배워 처먹어서 그런지 조또 무식함.
아침새벽까지 소주 처먹고 출근해서 술 냄새 풍기면서 지게차 타고
곡예 부리는새끼들임.",1
436,"미국산 소고기 vs 중국산 미세먼지



뭐가 더 해로울까?

중국 종놈, 촛불 쓰레기 진보로 위장한 빨갱이 새끼들아..",2
437,"결과가 좋아야지 열심히만 하면 뭐함?
홍어빨지마라 ㅁㅈㅎ",1
438,그냥 여자 표 다받고 저능아 남자들 표까지 받으면 무조건 이기니까 저러는거?,3
439,저거 어디서 사냐?,0
440,"이런 못배운 글을 작성하고 싶을까?

애국 보수가 이런거면 지지 못하겠다

가뜩이나 젊은애들이 싫어하는데

나라 망치는건 좌파가 아니라 틀딱들인것 같다",1
441,"보지 않기를 바랍니다가 자연스럽지 않냐
봐주시기 말아주시기 바랍니다는 좀",3
442,@아내가1렙이다 ?,3
443,섹스섹스빠구리!,3
444,북한에 돈주는 놈들은 야전삽으로 등판을찍어죽여야 한다,2
445,"진짜 인생의 승리자
그깟 의원 안해도 아들이 의사여 껄껄",1
446,나도 행게이가 되고싶다,0
447,"@익명301ed5 짱깨의존도 낮출려고 몇년전부터 똥남아 시장개척중임
아세안은 니미 호구로있는줄암?",2
448,그래서 저 여자들은 무슨 처벌 받앗뇨?,3
449,진심으로 말하는데 그 친구 손절해라. 그냥 표면적으로만 잘 지내고 서로 마음이 통하는 친구는 하지마라. 그 사람은 너를 이미 별로 좋아하지 않을거라고 본다.,1
450,@익명1b6779 존나 재밌다 랩값하네,0
451,씨발 그만해,0
452,문재인 여동생 ㅇㅂ,3
453,브릉브릉,0
454,오래된 사진인데 ㅇㅂ수 실화??,1
455,아오... 똥구멍 대주면 사까시 할꺼 같노?,3
456,짱깨우한바이러스 맞잖아. 짱깨새기들 전세계 상대로 날조할라고 지랄이노,1
457,@빅레드머신 이민갈 능력 안되면 찍어 새꺄,1
458,"@익명b8018e 내가 생각해도 정치적 색깔은
그리 드러내지는 않은 듯",1
459,조형기 잘가라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
460,예뻐서 안 뽑으면,0
461,@익명aba756 좃족이 하는 식당은 가지도 먹지도 않읍니다,1
462,"@좌우파 느그 애 미 씹구녕년 보지구녕에서 피 철철 흐르니까 재앙이가 항문 구녕에 쑤셨는데 항문도 벌써 개허벌 ㅋㅋㅋㅋㅋ 재앙이가 항문은 왜 이러냐니까 니가 존나 쑤셨다던데?

ㅋㅋㅋㅋㅋ 씹 병신답게 취향보소 ㅋㅋㅋ",3
463,네다틀,0
464,@고추쪼물딱 너말고새꺄,3
465,@급식먹자 함 당해봐 ㅋ 여자는 다 똑같아. 좌파건 우파건,3
466,@타브리스 전라도,0
467,ㅅㅂ 제발제발 링크좀걸라고 몆번을말하냐,1
468,"ㅋㅋㅋㅋㅋ 저런새끼가 장관이라니....
씨발 나라가 김대중 노무현때 저리 가라네....
악마 집단들이 장악을 했네 씨바꺼...",1
469,"여선생이 결혼상대로 좋다는거 레알 노이해

여선생들보면 하나같이 성격파탄에 입에 걸레물고 있었음;;;; 지금이야 욕은 안하겠지만 성격파탄은 여전할듯 물론 짓궃은 학생들이 많아서 그렇게 된거겠지만 왜 그렇게 됐는지는 내가 알거없고 암튼 결혼상대로 인기있다는거에 이해가 안됐었음;;;;",3
470,"나 저때 가봤는데 짱개새끼들이랑 일본놈(공산당으로 추정)
들 단체로와서 촛불들고있더라

보면서 이번 탄핵에는 백퍼 중국이 개입돼있다 확신함",2
471,"북한인권법 찬성유무가아니라

그게 뭔지나 아는냐고 물어봣어야지ㅋㅋ",2
472,"@Mike_Pence 다른건 모르겠는데, 미국 사보험료 비싸긴 함. 저번에 회사 옮기기 전까진 나도 보험료 얼마짜리인지 신경 안써서 몰랐는데, 이직하고 1달 빌때 내돈으로 보험료 매꾸려고 물어보니 한달에 2000불 짜리더라. 1년 계산하면 2800만원정도 된다. 그렇다고 매번 의사볼때 공짜도 아니고 2만원정도 돈내야 함.",1
